execution_order,batch,barcode,number_of_affected_variants,product_title,variant_title,sku,shopify_product_id,shopify_variant_id,status,inventory_item_id,recommended_action,priority,review_reason
513,11,130706,2,"""CROP CIRCLES"" MOCK NECK TEE IN CAVIAR/BONE",EXTRA-LARGE,130706,gid://shopify/Product/10482781356337,gid://shopify/ProductVariant/52178176475441,archived,gid://shopify/InventoryItem/54269825319217,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
514,11,130707,2,"""CROP CIRCLES"" MOCK NECK TEE",CAVIAR/BONE / 2X-LARGE,130707,gid://shopify/Product/10311062487345,gid://shopify/ProductVariant/51433170567473,archived,gid://shopify/InventoryItem/53500391653681,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
515,11,130707,2,"""CROP CIRCLES"" MOCK NECK TEE IN CAVIAR/BONE",2X-LARGE,130707,gid://shopify/Product/10482781356337,gid://shopify/ProductVariant/52178176508209,archived,gid://shopify/InventoryItem/54269825351985,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
516,11,130708,2,"""CROP CIRCLES"" MOCK NECK TEE",CAVIAR/BONE / 3X-LARGE,130708,gid://shopify/Product/10311062487345,gid://shopify/ProductVariant/51433170600241,archived,gid://shopify/InventoryItem/53500391686449,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
517,11,130708,2,"""CROP CIRCLES"" MOCK NECK TEE IN CAVIAR/BONE",3X-LARGE,130708,gid://shopify/Product/10482781356337,gid://shopify/ProductVariant/52178176540977,archived,gid://shopify/InventoryItem/54269825384753,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
518,11,130709,2,"""CROP CIRCLES"" MOCK NECK TEE",CAVIAR/BONE / 4X-LARGE,130709,gid://shopify/Product/10311062487345,gid://shopify/ProductVariant/51433170633009,archived,gid://shopify/InventoryItem/53500391719217,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
519,11,130709,2,"""CROP CIRCLES"" MOCK NECK TEE IN CAVIAR/BONE",4X-LARGE,130709,gid://shopify/Product/10482781356337,gid://shopify/ProductVariant/52178176573745,archived,gid://shopify/InventoryItem/54269825417521,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
520,11,133004,2,M+ OVERPOCKET PHAT PANTS IN TARO,LARGE,133004,gid://shopify/Product/10442174759217,gid://shopify/ProductVariant/52002814198065,archived,gid://shopify/InventoryItem/54092649464113,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
521,11,133004,2,M+ OVERPOCKET PHAT PANTS IN TARO,EXTRA - LARGE,133004,gid://shopify/Product/10442174759217,gid://shopify/ProductVariant/52002814230833,archived,gid://shopify/InventoryItem/54092649496881,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
522,11,133702,2,M+ OVERPOCKET PHAT PANTS IN FOSSIL,SMALL,133702,gid://shopify/Product/10338289713457,gid://shopify/ProductVariant/51573469053233,archived,gid://shopify/InventoryItem/53640700756273,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
523,11,133702,2,M+ OVERPOCKET PHAT PANTS,FOSSIL / SMALL,133702,gid://shopify/Product/10344879718705,gid://shopify/ProductVariant/51604436484401,archived,gid://shopify/InventoryItem/53672006058289,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
524,11,133703,2,M+ OVERPOCKET PHAT PANTS IN FOSSIL,MEDIUM,133703,gid://shopify/Product/10338289713457,gid://shopify/ProductVariant/51573469086001,archived,gid://shopify/InventoryItem/53640700789041,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
525,11,133703,2,M+ OVERPOCKET PHAT PANTS,FOSSIL / MEDIUM,133703,gid://shopify/Product/10344879718705,gid://shopify/ProductVariant/51604436451633,archived,gid://shopify/InventoryItem/53672006025521,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
526,11,133704,2,M+ OVERPOCKET PHAT PANTS IN FOSSIL,LARGE,133704,gid://shopify/Product/10338289713457,gid://shopify/ProductVariant/51573469118769,archived,gid://shopify/InventoryItem/53640700821809,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
527,11,133704,2,M+ OVERPOCKET PHAT PANTS,FOSSIL / LARGE,133704,gid://shopify/Product/10344879718705,gid://shopify/ProductVariant/51604436418865,archived,gid://shopify/InventoryItem/53672005992753,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
528,11,133705,2,M+ OVERPOCKET PHAT PANTS IN FOSSIL,EXTRA-LARGE,133705,gid://shopify/Product/10338289713457,gid://shopify/ProductVariant/51573469151537,archived,gid://shopify/InventoryItem/53640700854577,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
529,11,133705,2,M+ OVERPOCKET PHAT PANTS,FOSSIL / EXTRA-LARGE,133705,gid://shopify/Product/10344879718705,gid://shopify/ProductVariant/51604436386097,archived,gid://shopify/InventoryItem/53672005959985,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
530,11,133706,2,M+ OVERPOCKET PHAT PANTS IN FOSSIL,2X - LARGE,133706,gid://shopify/Product/10338289713457,gid://shopify/ProductVariant/51573469184305,archived,gid://shopify/InventoryItem/53640700887345,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
531,11,133706,2,M+ OVERPOCKET PHAT PANTS,FOSSIL / 2X - LARGE,133706,gid://shopify/Product/10344879718705,gid://shopify/ProductVariant/51604436320561,archived,gid://shopify/InventoryItem/53672005894449,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
532,11,133707,2,M+ OVERPOCKET PHAT PANTS IN FOSSIL,3X - LARGE,133707,gid://shopify/Product/10338289713457,gid://shopify/ProductVariant/51573469217073,archived,gid://shopify/InventoryItem/53640700920113,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
533,11,133707,2,M+ OVERPOCKET PHAT PANTS,FOSSIL / 3X - LARGE,133707,gid://shopify/Product/10344879718705,gid://shopify/ProductVariant/51604436353329,archived,gid://shopify/InventoryItem/53672005927217,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
534,11,135202,2,"""YEAR OF THE SNAKE"" MILITIA SWEATSHIRT IN MOSS GREEN",SMALL,135202,gid://shopify/Product/10327664886065,gid://shopify/ProductVariant/51492720443697,archived,gid://shopify/InventoryItem/53559840702769,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
535,11,135202,2,"""YEAR OF THE SNAKE"" MILITIA SWEATSHIRT",MOSS GREEN / SMALL,135202,gid://shopify/Product/10341383274801,gid://shopify/ProductVariant/51589559451953,archived,gid://shopify/InventoryItem/53657010635057,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
536,11,135203,2,"""YEAR OF THE SNAKE"" MILITIA SWEATSHIRT IN MOSS GREEN",MEDIUM,135203,gid://shopify/Product/10327664886065,gid://shopify/ProductVariant/51492720476465,archived,gid://shopify/InventoryItem/53559840735537,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
537,11,135203,2,"""YEAR OF THE SNAKE"" MILITIA SWEATSHIRT",MOSS GREEN / MEDIUM,135203,gid://shopify/Product/10341383274801,gid://shopify/ProductVariant/51589559419185,archived,gid://shopify/InventoryItem/53657010602289,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
538,11,135204,2,"""YEAR OF THE SNAKE"" MILITIA SWEATSHIRT IN MOSS GREEN",LARGE,135204,gid://shopify/Product/10327664886065,gid://shopify/ProductVariant/51492720509233,archived,gid://shopify/InventoryItem/53559840768305,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
539,11,135204,2,"""YEAR OF THE SNAKE"" MILITIA SWEATSHIRT",MOSS GREEN / LARGE,135204,gid://shopify/Product/10341383274801,gid://shopify/ProductVariant/51589559386417,archived,gid://shopify/InventoryItem/53657010569521,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
540,11,135205,2,"""YEAR OF THE SNAKE"" MILITIA SWEATSHIRT IN MOSS GREEN",EXTRA - LARGE,135205,gid://shopify/Product/10327664886065,gid://shopify/ProductVariant/51492720542001,archived,gid://shopify/InventoryItem/53559840801073,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
541,11,135205,2,"""YEAR OF THE SNAKE"" MILITIA SWEATSHIRT",MOSS GREEN / EXTRA - LARGE,135205,gid://shopify/Product/10341383274801,gid://shopify/ProductVariant/51589559353649,archived,gid://shopify/InventoryItem/53657010536753,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
542,11,135206,2,"""YEAR OF THE SNAKE"" MILITIA SWEATSHIRT IN MOSS GREEN",2X-LARGE,135206,gid://shopify/Product/10327664886065,gid://shopify/ProductVariant/51492720574769,archived,gid://shopify/InventoryItem/53559840833841,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
543,11,135206,2,"""YEAR OF THE SNAKE"" MILITIA SWEATSHIRT",MOSS GREEN / 2X-LARGE,135206,gid://shopify/Product/10341383274801,gid://shopify/ProductVariant/51589559288113,archived,gid://shopify/InventoryItem/53657010471217,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
544,11,135207,2,"""YEAR OF THE SNAKE"" MILITIA SWEATSHIRT IN MOSS GREEN",3X-LARGE,135207,gid://shopify/Product/10327664886065,gid://shopify/ProductVariant/51492720607537,archived,gid://shopify/InventoryItem/53559840866609,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
545,11,135207,2,"""YEAR OF THE SNAKE"" MILITIA SWEATSHIRT",MOSS GREEN / 3X-LARGE,135207,gid://shopify/Product/10341383274801,gid://shopify/ProductVariant/51589559320881,archived,gid://shopify/InventoryItem/53657010503985,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
546,11,135702,2,"""CHOKE"" MILITIA SWEATSHIRT IN WHITE",SMALL,135702,gid://shopify/Product/10330410287409,gid://shopify/ProductVariant/51532271780145,archived,gid://shopify/InventoryItem/53599444369713,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
547,11,135702,2,"""CHOKE"" MILITIA SWEATSHIRT",WHITE / SMALL,135702,gid://shopify/Product/10341384618289,gid://shopify/ProductVariant/51589571871025,archived,gid://shopify/InventoryItem/53657023021361,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
548,11,135704,2,"""CHOKE"" MILITIA SWEATSHIRT IN WHITE",MEDIUM,135704,gid://shopify/Product/10330410287409,gid://shopify/ProductVariant/51532271812913,archived,gid://shopify/InventoryItem/53599444402481,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
549,11,135704,2,"""CHOKE"" MILITIA SWEATSHIRT",WHITE / MEDIUM,135704,gid://shopify/Product/10341384618289,gid://shopify/ProductVariant/51589571838257,archived,gid://shopify/InventoryItem/53657022988593,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
550,11,135705,2,"""CHOKE"" MILITIA SWEATSHIRT IN WHITE",LARGE,135705,gid://shopify/Product/10330410287409,gid://shopify/ProductVariant/51532271845681,archived,gid://shopify/InventoryItem/53599444435249,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
551,12,135705,2,"""CHOKE"" MILITIA SWEATSHIRT",WHITE / LARGE,135705,gid://shopify/Product/10341384618289,gid://shopify/ProductVariant/51589571805489,archived,gid://shopify/InventoryItem/53657022955825,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
552,12,135706,2,"""CHOKE"" MILITIA SWEATSHIRT IN WHITE",EXTRA - LARGE,135706,gid://shopify/Product/10330410287409,gid://shopify/ProductVariant/51532271878449,archived,gid://shopify/InventoryItem/53599444468017,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
553,12,135706,2,"""CHOKE"" MILITIA SWEATSHIRT",WHITE / EXTRA - LARGE,135706,gid://shopify/Product/10341384618289,gid://shopify/ProductVariant/51589571772721,archived,gid://shopify/InventoryItem/53657022923057,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
554,12,135707,2,"""CHOKE"" MILITIA SWEATSHIRT IN WHITE",2X-LARGE,135707,gid://shopify/Product/10330410287409,gid://shopify/ProductVariant/51532271911217,archived,gid://shopify/InventoryItem/53599444500785,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
555,12,135707,2,"""CHOKE"" MILITIA SWEATSHIRT",WHITE / 2X-LARGE,135707,gid://shopify/Product/10341384618289,gid://shopify/ProductVariant/51589571707185,archived,gid://shopify/InventoryItem/53657022857521,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
556,12,135708,2,"""CHOKE"" MILITIA SWEATSHIRT IN WHITE",3X-LARGE,135708,gid://shopify/Product/10330410287409,gid://shopify/ProductVariant/51532271943985,archived,gid://shopify/InventoryItem/53599444533553,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
557,12,135708,2,"""CHOKE"" MILITIA SWEATSHIRT",WHITE / 3X-LARGE,135708,gid://shopify/Product/10341384618289,gid://shopify/ProductVariant/51589571739953,archived,gid://shopify/InventoryItem/53657022890289,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
558,12,138202,2,S/S DRAPE V3 IN CHARCOAL GREY,SMALL,138202,gid://shopify/Product/10345939501361,gid://shopify/ProductVariant/51611235582257,archived,gid://shopify/InventoryItem/53678868496689,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
559,12,138202,2,S/S DRAPE V3 IN CHARCOAL GREY,2X - LARGE,138202,gid://shopify/Product/10345939501361,gid://shopify/ProductVariant/52619188371761,archived,gid://shopify/InventoryItem/54716656517425,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
560,12,168100,2,DASHA IN BISQUE,EXTRA-SMALL,800618,gid://shopify/Product/9399410196785,gid://shopify/ProductVariant/48463236530481,archived,gid://shopify/InventoryItem/50510328660273,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
561,12,168100,2,DASHA IN ALABASTER,EXTRA-SMALL,168100,gid://shopify/Product/9399411867953,gid://shopify/ProductVariant/48463239184689,archived,gid://shopify/InventoryItem/50510331314481,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
562,12,168101,2,DASHA IN BISQUE,SMALL,800619,gid://shopify/Product/9399410196785,gid://shopify/ProductVariant/48463236563249,archived,gid://shopify/InventoryItem/50510328693041,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
563,12,168101,2,DASHA IN ALABASTER,SMALL,168101,gid://shopify/Product/9399411867953,gid://shopify/ProductVariant/48463239217457,archived,gid://shopify/InventoryItem/50510331347249,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
564,12,168102,2,DASHA IN BISQUE,MEDIUM,800620,gid://shopify/Product/9399410196785,gid://shopify/ProductVariant/48463236596017,archived,gid://shopify/InventoryItem/50510328725809,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
565,12,168102,2,DASHA IN ALABASTER,MEDIUM,168102,gid://shopify/Product/9399411867953,gid://shopify/ProductVariant/48463239250225,archived,gid://shopify/InventoryItem/50510331380017,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
566,12,168103,2,DASHA IN BISQUE,LARGE,800621,gid://shopify/Product/9399410196785,gid://shopify/ProductVariant/48463236628785,archived,gid://shopify/InventoryItem/50510328758577,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
567,12,168103,2,DASHA IN ALABASTER,LARGE,168103,gid://shopify/Product/9399411867953,gid://shopify/ProductVariant/48463239282993,archived,gid://shopify/InventoryItem/50510331412785,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
568,12,168104,2,DASHA IN BISQUE,EXTRA - LARGE,800622,gid://shopify/Product/9399410196785,gid://shopify/ProductVariant/48463236661553,archived,gid://shopify/InventoryItem/50510328791345,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
569,12,168104,2,DASHA IN ALABASTER,EXTRA - LARGE,168104,gid://shopify/Product/9399411867953,gid://shopify/ProductVariant/48463239315761,archived,gid://shopify/InventoryItem/50510331445553,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
570,12,169103,2,AALIYAH IN ADRIATIC BLUE,LARGE,169103,gid://shopify/Product/9873227022641,gid://shopify/ProductVariant/49614026441009,archived,gid://shopify/InventoryItem/51661068665137,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
571,12,169103,2,AALIYAH IN AMBER,LARGE,169103,gid://shopify/Product/9873228235057,gid://shopify/ProductVariant/49614030471473,archived,gid://shopify/InventoryItem/51661072695601,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
572,12,179652,2,MIDNIGHT CAMO 7 POCKET LOUNGE PANTS,SMALL,179652,gid://shopify/Product/6772805664854,gid://shopify/ProductVariant/39907933749334,archived,gid://shopify/InventoryItem/42021907693654,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
573,12,179652,2,MIDNIGHT CAMO 7 POCKET LOUNGE PANTS,SMALL,179652,gid://shopify/Product/8240014065969,gid://shopify/ProductVariant/44596711522609,archived,gid://shopify/InventoryItem/46641531224369,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
574,12,179653,2,MIDNIGHT CAMO 7 POCKET LOUNGE PANTS,MEDIUM,179653,gid://shopify/Product/6772805664854,gid://shopify/ProductVariant/39907933782102,archived,gid://shopify/InventoryItem/42021907726422,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
575,12,179653,2,MIDNIGHT CAMO 7 POCKET LOUNGE PANTS,MEDIUM,179653,gid://shopify/Product/8240014065969,gid://shopify/ProductVariant/44596711555377,archived,gid://shopify/InventoryItem/46641531257137,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
576,12,179654,2,MIDNIGHT CAMO 7 POCKET LOUNGE PANTS,LARGE,179654,gid://shopify/Product/6772805664854,gid://shopify/ProductVariant/39907933814870,archived,gid://shopify/InventoryItem/42021907759190,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
577,12,179654,2,MIDNIGHT CAMO 7 POCKET LOUNGE PANTS,LARGE,179654,gid://shopify/Product/8240014065969,gid://shopify/ProductVariant/44596711588145,archived,gid://shopify/InventoryItem/46641531289905,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
578,12,179655,2,MIDNIGHT CAMO 7 POCKET LOUNGE PANTS,EXTRA - LARGE,179655,gid://shopify/Product/6772805664854,gid://shopify/ProductVariant/39907933847638,archived,gid://shopify/InventoryItem/42021907791958,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
579,12,179655,2,MIDNIGHT CAMO 7 POCKET LOUNGE PANTS,EXTRA - LARGE,179655,gid://shopify/Product/8240014065969,gid://shopify/ProductVariant/44596711620913,archived,gid://shopify/InventoryItem/46641531322673,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
580,12,179656,2,MIDNIGHT CAMO 7 POCKET LOUNGE PANTS,2X - LARGE,179656,gid://shopify/Product/6772805664854,gid://shopify/ProductVariant/39907933880406,archived,gid://shopify/InventoryItem/42021907824726,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
581,12,179656,2,MIDNIGHT CAMO 7 POCKET LOUNGE PANTS,2X - LARGE,179656,gid://shopify/Product/8240014065969,gid://shopify/ProductVariant/44596711653681,archived,gid://shopify/InventoryItem/46641531355441,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
582,12,179657,2,MIDNIGHT CAMO 7 POCKET LOUNGE PANTS,3X-LARGE,179657,gid://shopify/Product/6772805664854,gid://shopify/ProductVariant/39969623244886,archived,gid://shopify/InventoryItem/42083657089110,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
583,12,179657,2,MIDNIGHT CAMO 7 POCKET LOUNGE PANTS,3X-LARGE,179657,gid://shopify/Product/8240014065969,gid://shopify/ProductVariant/44596711686449,archived,gid://shopify/InventoryItem/46641531388209,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
584,12,179752,2,VELOUR SWEATSHORTS IN ANTHRACITE,SMALL,179752,gid://shopify/Product/6769612390486,gid://shopify/ProductVariant/39898347372630,archived,gid://shopify/InventoryItem/42011836743766,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
585,12,179752,2,VELOUR SWEATSHORTS IN ANTHRACITE,MEDIUM,179752,gid://shopify/Product/8113386324273,gid://shopify/ProductVariant/44255810912561,archived,gid://shopify/InventoryItem/46303443583281,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
586,12,179753,2,VELOUR SWEATSHORTS IN ANTHRACITE,MEDIUM,179753,gid://shopify/Product/6769612390486,gid://shopify/ProductVariant/39898347405398,archived,gid://shopify/InventoryItem/42011836776534,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
587,12,179753,2,VELOUR SWEATSHORTS IN ANTHRACITE,LARGE,179753,gid://shopify/Product/8113386324273,gid://shopify/ProductVariant/44255810945329,archived,gid://shopify/InventoryItem/46303443616049,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
588,12,179754,2,VELOUR SWEATSHORTS IN ANTHRACITE,LARGE,179754,gid://shopify/Product/6769612390486,gid://shopify/ProductVariant/39898347438166,archived,gid://shopify/InventoryItem/42011836809302,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
589,12,179754,2,VELOUR SWEATSHORTS IN ANTHRACITE,EXTRA - LARGE,179754,gid://shopify/Product/8113386324273,gid://shopify/ProductVariant/44255810978097,archived,gid://shopify/InventoryItem/46303443648817,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
590,12,179756,2,VELOUR SWEATSHORTS IN ANTHRACITE,2X - LARGE,179756,gid://shopify/Product/6769612390486,gid://shopify/ProductVariant/39898347503702,archived,gid://shopify/InventoryItem/42011836874838,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
591,12,179756,2,VELOUR SWEATSHORTS IN ANTHRACITE,2X - LARGE,179756,gid://shopify/Product/8113386324273,gid://shopify/ProductVariant/44255811010865,archived,gid://shopify/InventoryItem/46303443681585,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
592,12,271932,2,S/S DRAPE V2 IN MIDNIGHT CAMO,SMALL,271932,gid://shopify/Product/8562948833585,gid://shopify/ProductVariant/45676055691569,archived,gid://shopify/InventoryItem/47722766631217,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
593,12,271932,2,S/S DRAPE V2 IN MIDNIGHT CAMO,SMALL,271932,gid://shopify/Product/10036948009265,gid://shopify/ProductVariant/50125721305393,archived,gid://shopify/InventoryItem/52176125788465,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
594,12,271933,2,S/S DRAPE V2 IN MIDNIGHT CAMO,MEDIUM,271933,gid://shopify/Product/8562948833585,gid://shopify/ProductVariant/45676055724337,archived,gid://shopify/InventoryItem/47722766663985,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
595,12,271933,2,S/S DRAPE V2 IN MIDNIGHT CAMO,MEDIUM,271933,gid://shopify/Product/10036948009265,gid://shopify/ProductVariant/50125721338161,archived,gid://shopify/InventoryItem/52176125821233,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
596,12,271934,2,S/S DRAPE V2 IN MIDNIGHT CAMO,LARGE,271934,gid://shopify/Product/8562948833585,gid://shopify/ProductVariant/45676055757105,archived,gid://shopify/InventoryItem/47722766696753,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
597,12,271934,2,S/S DRAPE V2 IN MIDNIGHT CAMO,LARGE,271934,gid://shopify/Product/10036948009265,gid://shopify/ProductVariant/50125721370929,archived,gid://shopify/InventoryItem/52176125854001,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
598,12,271935,2,S/S DRAPE V2 IN MIDNIGHT CAMO,EXTRA - LARGE,271935,gid://shopify/Product/8562948833585,gid://shopify/ProductVariant/45676055789873,archived,gid://shopify/InventoryItem/47722766729521,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
599,12,271935,2,S/S DRAPE V2 IN MIDNIGHT CAMO,EXTRA - LARGE,271935,gid://shopify/Product/10036948009265,gid://shopify/ProductVariant/50125721403697,archived,gid://shopify/InventoryItem/52176125886769,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
600,12,271936,2,S/S DRAPE V2 IN MIDNIGHT CAMO,2X - LARGE,271936,gid://shopify/Product/8562948833585,gid://shopify/ProductVariant/45676055822641,archived,gid://shopify/InventoryItem/47722766762289,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
601,13,271936,2,S/S DRAPE V2 IN MIDNIGHT CAMO,2X - LARGE,271936,gid://shopify/Product/10036948009265,gid://shopify/ProductVariant/50125721436465,archived,gid://shopify/InventoryItem/52176125919537,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
602,13,271937,2,S/S DRAPE V2 IN MIDNIGHT CAMO,3X - LARGE,271937,gid://shopify/Product/8562948833585,gid://shopify/ProductVariant/45676055855409,archived,gid://shopify/InventoryItem/47722766795057,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
603,13,271937,2,S/S DRAPE V2 IN MIDNIGHT CAMO,3X - LARGE,271937,gid://shopify/Product/10036948009265,gid://shopify/ProductVariant/50125721502001,archived,gid://shopify/InventoryItem/52176125952305,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
604,13,281762,2,WAFFLE WEAVE PLEATED HOUSE SHORTS IN CAVIAR,SMALL,281762,gid://shopify/Product/8162415903025,gid://shopify/ProductVariant/44377627001137,archived,gid://shopify/InventoryItem/46425345163569,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
605,13,281762,2,PLEATED HOUSE SHORTS IN CAVIAR,SMALL,281762,gid://shopify/Product/9318545752369,gid://shopify/ProductVariant/48219165327665,archived,gid://shopify/InventoryItem/50265999376689,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
606,13,281763,2,WAFFLE WEAVE PLEATED HOUSE SHORTS IN CAVIAR,MEDIUM,281763,gid://shopify/Product/8162415903025,gid://shopify/ProductVariant/44377627033905,archived,gid://shopify/InventoryItem/46425345196337,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
607,13,281763,2,PLEATED HOUSE SHORTS IN CAVIAR,MEDIUM,281763,gid://shopify/Product/9318545752369,gid://shopify/ProductVariant/48219165360433,archived,gid://shopify/InventoryItem/50265999409457,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
608,13,281764,2,WAFFLE WEAVE PLEATED HOUSE SHORTS IN CAVIAR,LARGE,281764,gid://shopify/Product/8162415903025,gid://shopify/ProductVariant/44377627066673,archived,gid://shopify/InventoryItem/46425345229105,manual business review needed,medium,No active variant in group; choose canonical keeper by business decision.
609,13,281764,2,PLEATED HOUSE SHORTS IN CAVIAR,LARGE,281764,gid://shopify/Product/9318545752369,gid://shopify/ProductVariant/48219165393201,archived,gid://shopify/InventoryItem/50265999442225,remove barcode temporarily,medium,Non-active variant duplicates barcode; remove until unique barcode is assigned.
